X,Y,Name,description,altitudeMode,sta,Field1,lon,staname,elev,lat,net,FID,Field_1
-151.8132,68.1343,"b'Anaktuvuk Pass, AK, USA'",,clampToGround,b'E22K',131,-151.8132,"b'Anaktuvuk Pass, AK, USA'",0.772,68.1343,"b'mag, AK'",98,"b'Anaktuvuk Pass, AK, USA'"
-145.568,68.1207,"b'Arctic Village, AK, USA'",,clampToGround,b'E25K',133,-145.568,"b'Arctic Village, AK, USA'",0.652,68.1207,"b'AK, mag'",100,"b'Arctic Village, AK, USA'"
-141.5951,68.1861,"b'Coleen River, AK, USA'",,clampToGround,b'E27K',134,-141.5951,"b'Coleen River, AK, USA'",0.654,68.1861,"b'mag, AK'",101,"b'Coleen River, AK, USA'"
-58.0637,-51.6753,"b'Mount Kent, East Falkland Island'",,clampToGround,b'EFI',135,-58.0637,"b'Mount Kent, East Falkland Island'",0.11,-51.6753,b'II',102,"b'Mount Kent, East Falkland Island'"
-141.1581,64.7774,"b'Eagle, Central Alaska, Alaska, USA'",,clampToGround,b'EGAK',136,-141.1581,"b'Eagle, Central Alaska, Alaska, USA'",0.2966,64.7774,"b'US, mag'",103,"b'Eagle, Central Alaska, Alaska, USA'"
109.4944,30.2762,"b'Enshi, Hubei Province, China'",,clampToGround,b'ENH',137,109.4944,"b'Enshi, Hubei Province, China'",0.5,30.2762,b'IC',104,"b'Enshi, Hubei Province, China'"
-3.205,55.3167,"b'Eskdalemuir, Scotland, UK'",,clampToGround,b'ESK',139,-3.205,"b'Eskdalemuir, Scotland, UK'",0.242,55.3167,b'II',106,"b'Eskdalemuir, Scotland, UK'"
-145.75,60.5487,"b'Cordova Ski Area, AK, USA'",,clampToGround,b'EYAK',141,-145.75,"b'Cordova Ski Area, AK, USA'",0.1339,60.5487,"b'CREST, AK, mag'",107,"b'Cordova Ski Area, AK, USA'"
-164.6483,65.7077,"b'North Star Ditch, AK, USA'",,clampToGround,b'F15K',142,-164.6483,"b'North Star Ditch, AK, USA'",0.388,65.7077,"b'AK, mag'",108,"b'North Star Ditch, AK, USA'"
-159.6514,66.6001,"b'Selawik, AK, USA'",,clampToGround,b'F18K',143,-159.6514,"b'Selawik, AK, USA'",0.027,66.6001,"b'AK, mag'",109,"b'Selawik, AK, USA'"
-155.7251,67.0486,"b'Avaraart Lake, AK, USA'",,clampToGround,b'F20K',144,-155.7251,"b'Avaraart Lake, AK, USA'",0.136,67.0486,"b'mag, AK'",110,"b'Avaraart Lake, AK, USA'"
-163.4176,54.8564,"b'False Pass, AK, USA'",,clampToGround,b'FALS',146,-163.4176,"b'False Pass, AK, USA'",0.0606,54.8564,"b'mag, AK, CREST'",112,"b'False Pass, AK, USA'"
-133.3481,62.2296,"b'Faro, Yukon, CANADA'",,clampToGround,b'FARO',147,-133.3481,"b'Faro, Yukon, CANADA'",0,62.2296,b'NY',113,"b'Faro, Yukon, CANADA'"
-101.9783,54.725,"b'Flin Flon, Canada'",,clampToGround,b'FFC',148,-101.9783,"b'Flin Flon, Canada'",0.338,54.725,b'II',114,"b'Flin Flon, Canada'"
-146.5987,60.7277,"b'Fidalgo, AK, USA'",,clampToGround,b'FID',149,-146.5987,"b'Fidalgo, AK, USA'",0.5,60.7277,"b'AK, mag'",115,"b'Fidalgo, AK, USA'"
-150.2164,61.1426,"b'Fire Island, AK, USA'",,clampToGround,b'FIRE',150,-150.2164,"b'Fire Island, AK, USA'",0.062,61.1426,"b'AK, nomag, ARRA'",116,"b'Fire Island, AK, USA'"
179.1966,-8.5259,"b'Funafuti, Tuvalu'",,clampToGround,b'FUNA',152,179.1966,"b'Funafuti, Tuvalu'",0.02,-8.5259,b'IU',118,"b'Funafuti, Tuvalu'"
38.6798,8.8952,"b'Mt. Furi, Ethiopia'",,clampToGround,b'FURI',153,38.6798,"b'Mt. Furi, Ethiopia'",2.57,8.8952,b'IU',119,"b'Mt. Furi, Ethiopia'"
-145.2342,66.5657,"b'Fort Yukon, AK, USA'",,clampToGround,b'FYU',154,-145.2342,"b'Fort Yukon, AK, USA'",0.137,66.5657,"b'AK, mag'",120,"b'Fort Yukon, AK, USA'"
-160.6514,65.5011,"b'Kiwalik Mountain, AK, USA'",,clampToGround,b'G17K',155,-160.6514,"b'Kiwalik Mountain, AK, USA'",0.338,65.5011,"b'mag, AK'",121,"b'Kiwalik Mountain, AK, USA'"
-157.087,66.1434,"b'Purcell Mountains, AK, USA'",,clampToGround,b'G19K',156,-157.087,"b'Purcell Mountains, AK, USA'",0.391,66.1434,"b'AK, mag'",122,"b'Purcell Mountains, AK, USA'"
-147.4754,66.7004,"b'Hadweenzic River, AK, USA'",,clampToGround,b'G24K',158,-147.4754,"b'Hadweenzic River, AK, USA'",0.503,66.7004,"b'AK, mag'",124,"b'Hadweenzic River, AK, USA'"
-141.6549,66.8088,"b'Doyon Strip, AK, USA'",,clampToGround,b'G27K',159,-141.6549,"b'Doyon Strip, AK, USA'",0.686,66.8088,"b'mag, AK'",125,"b'Doyon Strip, AK, USA'"
-178.7488,51.7819,"b'East, Gareloi Volcano, Alaska'",,clampToGround,b'GAEA',160,-178.7488,"b'East, Gareloi Volcano, Alaska'",0.326,51.7819,"b'Gareloi, AV, mag'",126,"b'East, Gareloi Volcano, Alaska'"
-178.814,51.5534,"b'Kavalga Island, Gareloi Volcano, Alaska'",,clampToGround,b'GAKI',161,-178.814,"b'Kavalga Island, Gareloi Volcano, Alaska'",0.099,51.5534,"b'Gareloi, AV, Gareloi, mag'",127,"b'Kavalga Island, Gareloi Volcano, Alaska'"
-171.7036,63.7758,"b'Gambell, AK, USA'",,clampToGround,b'GAMB',163,-171.7036,"b'Gambell, AK, USA'",0.005,63.7758,"b'CREST, AK, mag'",128,"b'Gambell, AK, USA'"
-148.926,61.771,"b'Gloryhole, AK, USA'",,clampToGround,b'GHO',168,-148.926,"b'Gloryhole, AK, USA'",1.032,61.771,"b'mag, AK, ARRA'",130,"b'Gloryhole, AK, USA'"
-143.8123,61.4417,"b'Gilahina Butte, AK, USA'",,clampToGround,b'GLB',169,-143.8123,"b'Gilahina Butte, AK, USA'",0.8549,61.4417,"b'AK, stheast, mag'",131,"b'Gilahina Butte, AK, USA'"
-147.0959,60.8792,"b'Glacier Island, AK, USA'",,clampToGround,b'GLI',170,-147.0959,"b'Glacier Island, AK, USA'",0.43,60.8792,"b'AK, mag, ARRA'",132,"b'Glacier Island, AK, USA'"
44.741,40.148,"b'Garni, Armenia'",,clampToGround,b'GNI',171,44.741,"b'Garni, Armenia'",1.609,40.148,b'IU',133,"b'Garni, Armenia'"
-144.7292,60.5805,"b'Goat Mountain, AK, USA'",,clampToGround,b'GOAT',172,-144.7292,"b'Goat Mountain, AK, USA'",0.8955,60.5805,"b'AK, Steep, mag'",134,"b'Goat Mountain, AK, USA'"
11.2203,49.6909,"b'Grafenberg, Germany'",,clampToGround,b'GRFO',175,11.2203,"b'Grafenberg, Germany'",0.384,49.6909,b'IU',135,"b'Grafenberg, Germany'"
-141.7558,60.7315,"b'Granite Creek, AK, USA'",,clampToGround,b'GRNC',177,-141.7558,"b'Granite Creek, AK, USA'",2.116,60.7315,"b'AK, Steep, mag'",136,"b'Granite Creek, AK, USA'"
-175.927,51.9853,"b'Igitkin Island, Great Sitkin Volcano, Alaska'",,clampToGround,b'GSIG',179,-175.927,"b'Igitkin Island, Great Sitkin Volcano, Alaska'",0.407,51.9853,"b'AV, GrtStkn, mag'",137,"b'Igitkin Island, Great Sitkin Volcano, Alaska'"
-176.1777,52.0917,"b'Saddle Point, Great Sitkin Volcano, Alaska'",,clampToGround,b'GSSP',181,-176.1777,"b'Saddle Point, Great Sitkin Volcano, Alaska'",0.295,52.0917,"b'AV, GrtStkn, mag'",138,"b'Saddle Point, Great Sitkin Volcano, Alaska'"
144.8684,13.5893,"b'Guam, Mariana Islands'",,clampToGround,b'GUMO',184,144.8684,"b'Guam, Mariana Islands'",0.17,13.5893,b'IU',139,"b'Guam, Mariana Islands'"
-159.9126,64.937,"b'Granite Mountain, AK, USA'",,clampToGround,b'H17K',186,-159.9126,"b'Granite Mountain, AK, USA'",0.396,64.937,"b'AK, mag'",141,"b'Granite Mountain, AK, USA'"
-154.8808,65.4924,"b'Anotleneega Mountain, AK, USA'",,clampToGround,b'H20K',187,-154.8808,"b'Anotleneega Mountain, AK, USA'",0.514,65.4924,"b'AK, mag'",142,"b'Anotleneega Mountain, AK, USA'"
-152.805,65.6571,"b'Melozitna River, AK, USA'",,clampToGround,b'H21K',188,-152.805,"b'Melozitna River, AK, USA'",0.52,65.6571,"b'AK, mag'",143,"b'Melozitna River, AK, USA'"
-151.3773,65.8937,"b'Ishtalitna Creek, AK, USA'",,clampToGround,b'H22K',189,-151.3773,"b'Ishtalitna Creek, AK, USA'",0.561,65.8937,"b'AK, mag'",144,"b'Ishtalitna Creek, AK, USA'"
-147.8781,65.8371,"b'Noodor Dome, AK, USA'",,clampToGround,b'H24K',191,-147.8781,"b'Noodor Dome, AK, USA'",0.814,65.8371,"b'AK, mag'",145,"b'Noodor Dome, AK, USA'"
119.7414,49.2704,"b'Hailar, Neimenggu Province, China'",,clampToGround,b'HIA',194,119.7414,"b'Hailar, Neimenggu Province, China'",0.62,49.2704,b'IC',147,"b'Hailar, Neimenggu Province, China'"
-146.5035,60.396,"b'Hinchinbrook, AK, USA'",,clampToGround,b'HIN',195,-146.5035,"b'Hinchinbrook, AK, USA'",0.6229,60.396,"b'AK, mag, ARRA'",148,"b'Hinchinbrook, AK, USA'"
-95.8384,29.9618,"b'Hockley, Texas'",,clampToGround,b'HKT',196,-95.8384,"b'Hockley, Texas'",-0.413,29.9618,b'IU',149,"b'Hockley, Texas'"
159.9475,-9.4387,"b'Honiara, Solomon Islands'",,clampToGround,b'HNR',197,159.9475,"b'Honiara, Solomon Islands'",0.1,-9.4387,b'IU',150,"b'Honiara, Solomon Islands'"
-151.6515,59.6572,"b'Homer Trailer, AK, USA'",,clampToGround,b'HOM',198,-151.6515,"b'Homer Trailer, AK, USA'",0.221,59.6572,"b'AK, nomag'",151,"b'Homer Trailer, AK, USA'"
-137.5072,60.8267,"b'Haines Jct., YT, CA'",,clampToGround,b'HYT',200,-137.5072,"b'Haines Jct., YT, CA'",1.373,60.8267,"b'CN, stheast, mag'",153,"b'Haines Jct., YT, CA'"
-151.9822,65.18,"b'Tanana, AK, USA'",,clampToGround,b'I21K',201,-151.9822,"b'Tanana, AK, USA'",0.248,65.18,"b'AK, mag'",154,"b'Tanana, AK, USA'"
-149.3603,65.1479,"b'Minto, Yukon-Koyukuk, AK, USA'",,clampToGround,b'I23K',202,-149.3603,"b'Minto, Yukon-Koyukuk, AK, USA'",0.149,65.1479,"b'AK, mag'",155,"b'Minto, Yukon-Koyukuk, AK, USA'"
-143.1541,65.3064,"b'Coal Creek Mining Camp, AK, USA'",,clampToGround,b'I26K',203,-143.1541,"b'Coal Creek Mining Camp, AK, USA'",0.338,65.3064,"b'mag, AK'",156,"b'Coal Creek Mining Camp, AK, USA'"
-4.014,14.4967,"b'Kowa, Mali'",,clampToGround,b'KOWA',270,-4.014,"b'Kowa, Mali'",0.321,14.4967,b'IU',199,"b'Kowa, Mali'"
-146.8866,64.7714,"b'ILAR Array, Eilson, AK, USA'",,clampToGround,b'IL31',205,-146.8866,"b'ILAR Array, Eilson, AK, USA'",0.419,64.7714,b'IM',158,"b'ILAR Array, Eilson, AK, USA'"
-153.0232,59.8223,"b'Iliamna Volcano, Alaska'",,clampToGround,b'ILCB',207,-153.0232,"b'Iliamna Volcano, Alaska'",0.712,59.8223,b'Iliamna',159,"b'Iliamna Volcano, Alaska'"
-153.1392,60.0592,"b'Iliamna West, Iliamna Volcano, Alaska'",,clampToGround,b'ILW',211,-153.1392,"b'Iliamna West, Iliamna Volcano, Alaska'",1.646,60.0592,"b'AV, Iliamna, nomag'",160,"b'Iliamna West, Iliamna Volcano, Alaska'"
126.6239,37.4776,"b'Inchon, Republic of Korea'",,clampToGround,b'INCN',212,126.6239,"b'Inchon, Republic of Korea'",0.08,37.4776,b'IU',161,"b'Inchon, Republic of Korea'"
-133.5254,68.3065,"b'Inuvik, NT, CA'",,clampToGround,b'INK',213,-133.5254,"b'Inuvik, NT, CA'",0.044,68.3065,"b'CN, stheast, mag'",162,"b'Inuvik, NT, CA'"
-163.7804,54.8314,"b'Isanotski North, Isanotski, Alaska'",,clampToGround,b'ISNN',216,-163.7804,"b'Isanotski North, Isanotski, Alaska'",0.466,54.8314,"b'AV, Shshldn, nomag'",164,"b'Isanotski North, Isanotski, Alaska'"
-159.0777,63.3965,"b'VABM Dome, AK, USA'",,clampToGround,b'J17K',218,-159.0777,"b'VABM Dome, AK, USA'",0.323,63.3965,"b'AK, mag'",165,"b'VABM Dome, AK, USA'"
-155.6214,63.994,"b'Poorman, AK, USA'",,clampToGround,b'J19K',219,-155.6214,"b'Poorman, AK, USA'",0.389,63.994,"b'AK, mag'",166,"b'Poorman, AK, USA'"
-154.1467,64.1767,"b'Nowitna River, AK, USA'",,clampToGround,b'J20K',220,-154.1467,"b'Nowitna River, AK, USA'",0.314,64.1767,"b'AK, mag'",167,"b'Nowitna River, AK, USA'"
-145.3697,64.613,"b'Salcha River, AK, USA'",,clampToGround,b'J25K',221,-145.3697,"b'Salcha River, AK, USA'",0.949,64.613,"b'AK, mag'",168,"b'Salcha River, AK, USA'"
-134.3848,58.2758,"b'Juneau Island, AK, USA'",,clampToGround,b'JIS',223,-134.3848,"b'Juneau Island, AK, USA'",0.01,58.2758,"b'AK, mag, ARRA'",170,"b'Juneau Island, AK, USA'"
-169.5292,16.7329,"b'Johnston Island, USA'",,clampToGround,b'JOHN',224,-169.5292,"b'Johnston Island, USA'",0.002,16.7329,b'IU',171,"b'Johnston Island, USA'"
-84.9525,10.2908,"b'Las Juntas de Abangares, Costa Rica'",,clampToGround,b'JTS',225,-84.9525,"b'Las Juntas de Abangares, Costa Rica'",0.34,10.2908,b'II',172,"b'Las Juntas de Abangares, Costa Rica'"
-164.6555,61.9331,"b'Kusilvak Mountain, AK, USA'",,clampToGround,b'K13K',226,-164.6555,"b'Kusilvak Mountain, AK, USA'",0.2042,61.9331,"b'AK, mag'",173,"b'Kusilvak Mountain, AK, USA'"
-161.5308,62.2938,"b'Wolf Creek Mountain, AK, USA'",,clampToGround,b'K15K',227,-161.5308,"b'Wolf Creek Mountain, AK, USA'",0.346,62.2938,"b'mag, AK'",174,"b'Wolf Creek Mountain, AK, USA'"
-142.0758,64.0292,"b'Chicken, AK, USA'",,clampToGround,b'K27K',230,-142.0758,"b'Chicken, AK, USA'",0.732,64.0292,"b'AK, mag'",176,"b'Chicken, AK, USA'"
-154.9762,58.1312,"b'Katmai Barrier Ridge Two, Alaska'",,clampToGround,b'KAB2',231,-154.9762,"b'Katmai Barrier Ridge Two, Alaska'",0.908,58.1312,b'Katmai',177,"b'Katmai Barrier Ridge Two, Alaska'"
-144.4188,59.9268,"b'Kayak Island, AK, USA'",,clampToGround,b'KAI',234,-144.4188,"b'Kayak Island, AK, USA'",0.316,59.9268,"b'AK, mag, ARRA'",178,"b'Kayak Island, AK, USA'"
-154.3489,58.5961,"b'Katmai Pasha, Alaska'",,clampToGround,b'KAPH',236,-154.3489,"b'Katmai Pasha, Alaska'",0.907,58.5961,"b'AV, Katmai, mag'",179,"b'Katmai Pasha, Alaska'"
119.7517,-5.0142,"b'Kappang, Sulawesi, Indonesia'",,clampToGround,b'KAPI',237,119.7517,"b'Kappang, Sulawesi, Indonesia'",0.3,-5.0142,b'II',180,"b'Kappang, Sulawesi, Indonesia'"
11.9385,78.9154,"b'Ny-Alesund, Spitzbergen, Norway'",,clampToGround,b'KBS',242,11.9385,"b'Ny-Alesund, Spitzbergen, Norway'",0.09,78.9154,b'IU',182,"b'Ny-Alesund, Spitzbergen, Norway'"
-152.5835,57.7828,"b'Kodiak Island, Alaska, USA'",,clampToGround,b'KDAK',244,-152.5835,"b'Kodiak Island, Alaska, USA'",0.152,57.7828,"b'II, mag'",183,"b'Kodiak Island, Alaska, USA'"
-155.7428,58.4393,"b'Katmai Kelez, Alaska'",,clampToGround,b'KEL',245,-155.7428,"b'Katmai Kelez, Alaska'",0.975,58.4393,"b'AV, Katmai, mag'",184,"b'Katmai Kelez, Alaska'"
27.0035,69.7565,"b'Kevo, Finland'",,clampToGround,b'KEV',246,27.0035,"b'Kevo, Finland'",0.1,69.7565,b'IU',185,"b'Kevo, Finland'"
-143.251,60.4427,"b'Khitrov Hills, AK, USA'",,clampToGround,b'KHIT',247,-143.251,"b'Khitrov Hills, AK, USA'",1.101,60.4427,"b'mag, AK, Steep'",186,"b'Khitrov Hills, AK, USA'"
29.2242,50.7012,"b'Kiev, Ukraine'",,clampToGround,b'KIEV',250,29.2242,"b'Kiev, Ukraine'",0.18,50.7012,b'IU',188,"b'Kiev, Ukraine'"
-177.2369,51.7605,"b'MID Benchmark, Kanaga Volcano, Alaska'",,clampToGround,b'KIMD',252,-177.2369,"b'MID Benchmark, Kanaga Volcano, Alaska'",0.183,51.7605,"b'AV, Kanaga, mag'",189,"b'MID Benchmark, Kanaga Volcano, Alaska'"
-177.1296,51.9303,"b'North Cape, Kanaga Volcano, Alaska'",,clampToGround,b'KINC',253,-177.1296,"b'North Cape, Kanaga Volcano, Alaska'",0.198,51.9303,"b'AV, Kanaga, mag'",190,"b'North Cape, Kanaga Volcano, Alaska'"
-158.0112,21.42,"b'Kipapa, Hawaii, USA'",,clampToGround,b'KIP',254,-158.0112,"b'Kipapa, Hawaii, USA'",0.11,21.42,b'IU',191,"b'Kipapa, Hawaii, USA'"
42.6863,43.9553,"b'Kislovodsk, Russia'",,clampToGround,b'KIV',256,42.6863,"b'Kislovodsk, Russia'",1.054,43.9553,b'II',192,"b'Kislovodsk, Russia'"
37.2525,-1.1271,"b'Kilima Mbogo, Kenya'",,clampToGround,b'KMBO',260,37.2525,"b'Kilima Mbogo, Kenya'",1.95,-1.1271,b'IU',194,"b'Kilima Mbogo, Kenya'"
102.74,25.1233,"b'Kunming, Yunnan Province, China'",,clampToGround,b'KMI',261,102.74,"b'Kunming, Yunnan Province, China'",1.975,25.1233,b'IC',195,"b'Kunming, Yunnan Province, China'"
-148.4585,61.4131,"b'Knik Glacier, AK, USA'",,clampToGround,b'KNK',262,-148.4585,"b'Knik Glacier, AK, USA'",0.598,61.4131,"b'AK, mag'",196,"b'Knik Glacier, AK, USA'"
9.5982,59.6491,"b'Kongsberg, Norway'",,clampToGround,b'KONO',267,9.5982,"b'Kongsberg, Norway'",0.216,59.6491,b'IU',197,"b'Kongsberg, Norway'"
-174.2125,52.3954,"b'Northwest, Korovin Volcano, Alaska'",,clampToGround,b'KONW',268,-174.2125,"b'Northwest, Korovin Volcano, Alaska'",0.334,52.3954,"b'Korovin, AV, mag'",198,"b'Northwest, Korovin Volcano, Alaska'"
78.6202,50.7154,"b'Kurchatov, Kazakhstan'",,clampToGround,b'KURK',273,78.6202,"b'Kurchatov, Kazakhstan'",0.184,50.7154,b'II',201,"b'Kurchatov, Kazakhstan'"
-155.2971,58.381,"b'Katmai Valley of 10,000 Smokes, Alaska'",,clampToGround,b'KVT',274,-155.2971,"b'Katmai Valley of 10,000 Smokes, Alaska'",0.457,58.381,"b'AV, Katmai, mag'",202,"b'Katmai Valley of 10,000 Smokes, Alaska'"
167.613,8.8019,"b'Kwajalein Atoll, Pacific Ocean'",,clampToGround,b'KWAJ',275,167.613,"b'Kwajalein Atoll, Pacific Ocean'",0,8.8019,b'II',203,"b'Kwajalein Atoll, Pacific Ocean'"
-162.6829,61.3416,"b'Kuka Creek, AK, USA'",,clampToGround,b'L14K',276,-162.6829,"b'Kuka Creek, AK, USA'",0.041,61.3416,"b'AK, mag'",204,"b'Kuka Creek, AK, USA'"
-159.4747,61.7105,"b'Owhat River, AK, USA'",,clampToGround,b'L16K',277,-159.4747,"b'Owhat River, AK, USA'",0.227,61.7105,"b'AK, mag'",205,"b'Owhat River, AK, USA'"
-156.6886,62.2195,"b'Granite Mountain, AK, USA'",,clampToGround,b'L18K',279,-156.6886,"b'Granite Mountain, AK, USA'",0.329,62.2195,"b'AK, mag'",207,"b'Granite Mountain, AK, USA'"
-154.8543,62.1816,"b'White Mountain, AK, USA'",,clampToGround,b'L19K',280,-154.8543,"b'White Mountain, AK, USA'",0.65,62.1816,"b'mag, AK'",208,"b'White Mountain, AK, USA'"
-153.8798,62.4787,"b'Farewell, AK, USA'",,clampToGround,b'L20K',281,-153.8798,"b'Farewell, AK, USA'",0.673,62.4787,"b'mag, AK'",209,"b'Farewell, AK, USA'"
-150.7703,62.5258,"b'Petersville, AK, USA'",,clampToGround,b'L22K',282,-150.7703,"b'Petersville, AK, USA'",0.817,62.5258,"b'AK, mag'",210,"b'Petersville, AK, USA'"
-143.3478,63.0254,"b'Log Cabin Wilderness Lodge, Tok, AK, USA'",,clampToGround,b'L26K',283,-143.3478,"b'Log Cabin Wilderness Lodge, Tok, AK, USA'",0.65,63.0254,"b'AK, mag'",211,"b'Log Cabin Wilderness Lodge, Tok, AK, USA'"
